Id,Name,Description,IsActive,CreatedAt,CreatedBy,UpdatedAt,UpdatedBy
fc49c734-c400-4174-b742-ab41c0d256c5,Albumin (Human),,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
e267441f-0e87-4845-a10e-d9cc2fce06d8,Alcaftadine,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
c3b97c24-9338-42ea-8fbf-2ad190a9f65f,Alectinib,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
b208808d-0732-4df7-ae51-15eef0b02e5a,Alendronic acid,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
654fe49e-f5fa-453c-b440-8fcfbe12487c,Alendronic Acid + Vitamin D3,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
126cf7ce-f130-42a8-b8b0-2941274782df,Alfacalcidol,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
072aba18-3b5c-4123-95d6-2439d58ec799,Alfuzosin Hydrochloride,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
50c340f7-6fe5-48ed-9955-dcd2b49efee4,Algae Calcium,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
b8e227e1-548b-4774-b728-4088a838311d,Algae Calcium + Vitamin D3,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
e01a3c54-6eb5-444f-9641-8a2b81d86e05,Allantoin,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
aa9294e9-d7e1-455a-80e1-b45f23659d9a,Allium cepa + Heparin + Allantoin,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
dd8bbabc-2e55-4dfa-994c-45095e225492,Allopurinol,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
7dd9387e-8741-4ae4-b0cd-0191b50bb542,Allylestrenol,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
36648ede-6cc7-4128-a1ed-25168b58344b,Almitrine Bismesylate + Raubasine,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
9438aa8f-86ff-4432-968c-971d295b9382,Almotriptan,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
8ced1da9-3dda-4dbf-81b0-915389f45d3b,Aloe Vera & Vitamin E Acetate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
47c2c185-43f9-4956-ac04-c2094717a700,Aloe Vera Gel,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
14ee713a-5de2-4a26-824b-a6102cf751c5,Alogliptin Benzoate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
d4a1043c-1b3d-4e32-a642-0358dd5e4792,Alpelisib,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
672db5ef-784f-4ce2-8154-d3445ff3146c,Alpha Lipoic Acid,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
1ce78bf9-bdb6-41fa-a43c-cbd88d462530,Alphanate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
1024a054-d468-4c07-987a-886040153178,Alprazolam,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
e1722ffa-375f-453f-ac89-cf6114b61d0a,Alteplase,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
9d902004-84ec-4e84-b10c-913db69aa8a8,Aluminium Chloride + Melaleuca Alternifolia Oil + Geothermal water,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
470fa73a-af0a-4e46-b25f-edbb2ff66498,Aluminium Chloride Hexahydrate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
3254c201-b5f2-43b7-a633-a612fd65b0d5,Aluminium Hydroxide + Magnesium Hydroxide,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
298a662a-79b8-4315-8351-f8a78b85ec47,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
7e26f90a-d44a-435f-8f2b-1d39e493b578,Aluminium Oxide + Magnesium Trisilicate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
4710d47b-0d98-411f-a5d8-3efac57371c3,Alverine Citrate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
70079a4b-7190-41a2-8e7f-618253eff260,Amantadine Hydrochloride,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
3aa9debf-49db-4e64-92ff-e69c5dccf758,Ambrisentan,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
98deb33b-d560-472b-9d2c-97f40a3ee1a7,Ambroxol Hydrochloride,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
368be327-694b-490d-a20b-6544da77295a,Amenamevir,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
28074509-b65d-49a3-968a-166c1fff21f4,Amikacin,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
c8233eff-8ea4-43ea-9ea6-c4f0c9f39a68,Amino Acid,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
18255b75-5e45-43fc-ac08-0d08b6634298,Amino Acid + Calcium,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
fe048bd8-0004-4ad6-9952-989024576b46,Amino Acid Ketoanalogues,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
0cd47e64-7a3c-423b-9693-386958449576,"Amino Acid, D-Sorbitol & Electrolytes",,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
88a4dc20-a9cb-4e56-af81-af6b67e848b1,"Amino Acid, D-sorbitol, Vitamins & Electrolytes",,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
66fafd19-2cd4-476d-96ea-d59c27f2f93e,"Amino Acid, Dextrose & Eloctrolytes",,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
9cf7cb72-75a2-43c6-8485-82f23017082c,"Amino acids, Glucose & Electrolytes",,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
f188c1a7-7d74-445d-968c-23d8988dc383,Aminocaproic acid,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
006559bb-2dcc-4fb9-9571-b01cd4186274,Aminophylline,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
0462bd41-4b70-4f6e-8767-b0748aa0f215,Amiodarone Hydrochloride,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
ce9af8c1-225b-4ecb-bc2e-62c7715ebac3,Amisulpride,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
b892ce5a-7c3a-4c97-abc0-7fe0b0b19f12,Amitriptyline Hydrochloride,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
066867e0-bc48-4912-aa4c-da5861f9459b,Amitriptyline Hydrochloride + Chlordiazepoxide,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
18aa64ce-62e7-471f-a7c0-a3c3277900fb,Amlexanox,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
17415825-4350-4590-9cf9-25415a45fa2c,Amlodipine Besilate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
0f34d422-bb35-4259-9a70-3996331d37f9,Amlodipine Besilate + Atenolol,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
01406e0b-66f1-467a-bc01-7af1e67ab43f,Amlodipine Besilate + Atorvastatin,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
c875ee8a-269f-4375-815f-4861d5a87659,Amlodipine Besilate + Benazepril Hydrochloride,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
d6337146-08c8-47d6-9e92-340bc86f7d76,Amlodipine Besilate + Olmesartan Medoxomil,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
5401341e-8881-45fa-a99a-315768d89871,Amlodipine Besilate + Telmisartan,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
a17915ef-c703-4dd0-a8ba-5b19ae4f262b,Amlodipine Besilate + Valsartan,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
b316382f-c924-4519-9f1d-3ff2b95f2546,Amorolfine Hydrochloride (cream),,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
538f4bf1-1c9c-4802-a062-13bf24075e58,Amorolfine Hydrochloride (Nail Lacquer),,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
38fd9b25-929d-4640-9644-8359acacfb90,Amoxicillin + Clavulanic Acid,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
095df4ee-3f62-4cf4-9cf9-1969d47755f7,Amoxicillin Trihydrate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
13240cb1-5af8-4605-b79e-f3957b7de7dc,Amphotericin B,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
9072a6bf-036a-4ae3-9565-234822838fbc,Ampicillin Sodium,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
c0437423-b388-47ec-b1ac-266e0ad3ec05,Anastrozole,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
3cbcff9f-1a7b-45aa-a563-c2069299f559,Anidulafungin,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
9f092cc2-b423-4681-a55c-6f289ea33983,Antazoline + Tetryzoline,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
2cb8f7a8-9ea9-477f-855a-4906c3fd8ee2,Anti Dandruff Shampoo [NODE],,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
f2dd09ce-d7dd-4f6d-afce-1d3a3aa92abe,Anti-human T-lymphocyte immunoglobulin,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
aa58dda4-dc1c-46f2-8c59-8d641013708e,Anti-Thymocyte Globulin,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
6fd0b410-75ff-4a74-a21e-1759b979b902,Antihemophilic Factor [Factor VIII],,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
627f08b6-87b0-466e-a3a6-9ccec49feadb,Apalutamide,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
c60ea955-ee82-4d51-82e9-177c573e85fd,Apis mellifica + Gelsemium sempervirens + Gnaphalium,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
f9a7bded-2a61-43c9-b2e3-f12ead46b588,Apixaban,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
c369d077-2e1e-476d-9b52-0f97412f79b7,Apremilast,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
108eef3a-a9d6-43e0-9292-49856830fc04,Aprepitant,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
bbad535e-eb6e-4ec6-bc03-f7d6aabb9494,"Aqua, glycerin, PEG-40 hydrogenated castor oil, carbomer, Biolin, tocopheryl acetate",,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
e27a2adc-8dc1-4c1b-8836-1fc6cf0b86b4,Arabinoxylan,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
b6d89fdb-afee-49f7-afa1-63451c9bed81,Arformoterol Tartrate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
c8ed2d19-4e10-4274-b54a-87cab285a855,Aripiprazole,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
5fb5c1e8-cf3c-430a-a462-0464e7444285,Armodafinil,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
9081247a-a980-4f42-b4eb-e6b428e1ce06,Arsenic Trioxide,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
b5fb06e7-9446-4933-8333-3d932f960936,Artemether + Lumefantrine,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
8adf8b73-3273-4bb1-9bc1-27ab66d92b08,Artesunate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
4477c007-0b6f-4c27-be19-81a232e55731,Articaine Hydrochloride + Epinephrine Bitartrate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
983b9e33-dcd3-414f-98ee-c6487fd014ed,Asciminib,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
2c8094e6-6dc1-4909-8299-3eba5a3acf0f,Asenapine Maleate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
24eecd9b-f4c4-4b6c-a963-af76f40b6270,Aspartame,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
e75bbd92-6b37-413e-88be-9928546df391,Aspirin,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
dfe6ac11-1694-4749-98e4-1a3fd3106630,Aspirin + Dipyridamole,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
909e0f48-4b3b-40f9-8ca1-710066599b80,Astaxanthin,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
bbe807bb-2dab-43c2-b313-bd58cd65274c,Atenolol,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
cd796a10-f77e-4fa7-b2b6-11a56d9ea5bf,Atenolol + Chlorthalidone,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
0c812347-d5d5-4e16-941f-6f032d1299f4,Atezolizumab,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
e218c6da-9e47-4cb8-b27d-72e038718449,Atomoxetine Hydrochloride,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
f27fc0d4-19d2-457b-b2e8-071c8cb28a6e,Atorvastatin + Ezetimibe,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
6f423a92-698e-4456-8b65-2e3f2c986000,Atorvastatin Calcium,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
89f689a5-7b91-48f8-97ed-5cc22544ed66,Atosiban Acetate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
61738d0c-740c-40f9-a9ea-4bf243babf6f,Atracurium Besilate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
b782c5f7-fcd2-41b5-8605-b64d5df80667,Atropine Sulfate (Injection),,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
bd3bab5b-ab48-4f14-b217-2297c4c3c2ec,Atropine Sulfate (Ophthalmic),,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
982f96d5-f8d4-49c3-9345-e8dd9c836aed,Avanafil,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
e176984e-3e58-410c-b275-432e26b9bee2,Avatrombopag,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
3e601033-30df-456e-9139-30dd36288f1e,Avelumab,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
9af24f7d-334f-4340-85af-40813ccf9cd8,Axitinib,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
7dba7fe2-0429-497b-a181-d8c7dcfe6bfe,Azacitidine,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
21da53be-61f9-4c3e-8a94-be955075bf14,Azathioprine,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
5fd93f2d-be65-4622-bd00-8b53b5e01f19,Azelaic Acid,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
35738f7d-4290-4bdc-8566-10f2546bc4bb,Azelastine Hydrochloride,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
e1d0ed1d-9e36-4986-a736-73c6e2ae7470,Azelastine Hydrochloride + Fluticasone Propionate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
c50d3d37-b2ca-4276-bcc4-71c0a0c85ecd,Azilsartan Medoxomil,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
c6eea240-3663-496a-84bb-431d43d3b8df,Azilsartan Medoxomil + Chlorthalidone,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
9a7f7c96-94af-4665-86f3-ff3764403d12,Azithromycin Dihydrate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
9219633a-d877-45fb-ae7d-4179ef2093fb,Azithromycin Dihydrate (Ophthalmic),,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
653cc4ec-b10a-40d5-9d4d-772990f45e5b,Aztreonam,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
918e8679-653d-4f3c-bb75-b1f501c61019,Baby's Skin Care [ABCDerm],,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
baf414ca-6397-4987-8a52-568382f69fa5,Bacillus Clausii spores,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
039cbde3-89fe-4072-a68c-d3e2ec49e07e,Bacitracin Zinc + Polymyxin B Sulfate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
7007f31b-b871-4c6e-b177-eedcc226bb32,Baclofen,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
95d28919-e80c-4297-905b-c8197728cb53,Balanced Salt Solution,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
cb623272-c246-421d-8482-1d95aaf3d2b3,Baloxavir Marboxil,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
b2b5ccee-2fc2-4818-b371-b2cb69903753,Bambuterol Hydrochloride,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
1a47b3ef-f79f-4556-8362-ae51ee127d08,Baricitinib,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
0776a2de-3497-48f2-b3cc-d88bdb735416,Barium Sulfate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
08a515f3-923d-40db-a1cf-ffd7df9b99ea,Basiliximab,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
d2f53474-fa4b-4138-955c-10694b32853f,Beclometasone + Formoterol + Glycopyrronium,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
27deba8a-b53f-472b-88a0-7fd72d98c5e4,Beclomethasone Dipropionate (Inhaler),,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
5d667291-81eb-4686-92cf-ea7dec46fd9a,Beclomethasone Dipropionate (Nasal Spray),,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
2fe6dcbd-a095-44b0-874e-88b0742cdec2,Beclomethasone Dipropionate + Chloramphenicol + Clotrimazole + Lidocaine,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
2095280b-1ae4-44ca-836e-a2771ba9d2ee,Beclomethasone Dipropionate + Formoterol Fumarate,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
dfad7348-5988-46f3-a7a6-780b99bc0cb9,Bempedoic acid,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
17e0f92b-6725-4b84-836b-a17b6cb45f40,Bempedoic acid + Ezetimibe,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
413f0091-5c5a-468e-854e-3bf314267765,Bendamustine,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
c31dcf07-5c94-4a56-bc72-c30ad68213ee,Benzalkonium chloride,,t,2025-12-24 09:26:30.678175+06,System,2025-12-24 09:26:30.678175+06,System
